Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1047461,Own,,NA,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"we only have one child, she is not likely to have siblings at this point, she would love to have a buddy, so would we, we could all do with a little more fun in our lives, thank you",Active - Short walks and dog park play,I do not currently have pets,Pet shop,I don't have animals ,No,"we don't have a vet at the moment but we have a good friend who is a vet, if you are considering us we will provide you with that information, we don't want to wear him out",0 - 4,"kitchen, back room",we are not wealthy but are comfortable financially,"Right away, hand that dog over!",no,no,Yes, we have dog loving friends and family,Yes
https://ps31.petstablished.com/adoption_applications/1046885,Rent,"Yes, my landlord allows pets",Any,I don't have a yard. ,Yes,Yes,None ,No,Yes,I love dogs ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Gifts ,I don't have animals ,No,Four-legged friends,4 - 8,Inside warm ,Yes,"Right away, hand that dog over!",No,No,Yes,I’m young ,Yes
https://ps31.petstablished.com/adoption_applications/1051056,Own,,,I don't have a yard. ,Yes,Yes,NO ,No,yes,"We love dogs and want to have one of our own. We have been wanting a dog for years, and feel this is the best time for our family . ",Active - Short walks and dog park play,I do not currently have pets,I dont have any ,I don't have animals ,no,no animals,4 - 8,in the house... ,yes we do. ,"Right away, hand that dog over!",no,no,not adopting with a partner,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1070301,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,I have a 4 year old Siberian Husky and I want him to have a forever friend. I also love animals especially dogs an my boyfriend and i have so much love to give so why not adopt another dog its a win win.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Concourse Puppy World 324 Grand Concourse, Bronx, NY 10458",Yes all of my animals are spayed/neutered,no,"Riverdale Veterinary Group PC  3607 Riverdale Ave, Bronx, NY 10463 (718) 796-8387",4 - 8,in my apartment ,yes my boyfriend has a savings account and great credit ,"Right away, hand that dog over!",no,no,yes,,Yes
https://ps31.petstablished.com/adoption_applications/1069234,Rent,"Yes, my landlord allows pets",Small to medium size dogs,"Yes, a fenced yard.",Yes,Yes,"YesLooking for an hypoallergenic dog/pup",Yes,Yes I am 28,It's always been a dream/wish to have one! I was never able to get one but my other family members had so I always close to them and spoiled them! Now that I have kids they want one to but since their allergic I have to pick the right one,Active - Short walks and dog park play,I do not currently have pets,Don't have,I don't have animals ,,N/A,4 - 8,In the next room,Save money for emergencies,"Right away, hand that dog over!",No,No,Yes,Don't have serious health conditions,Yes
https://ps31.petstablished.com/adoption_applications/1065882,Rent,My landlord does not allow pets and I am planning on relocating soon,No restrictions ,I don't have a yard. ,Yes,Yes,Yes,No,Yes,Companionship ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Adoption agency ,Some of my animals are spayed/neutered,No ,Summit animal clinic ,0 - 4,At home with us,Yes ,"I am uncertain, it would depend on me finding the right dog",No I have never given up a pet ,No,I will forever keep my new family memeber ,I am not a senior nor do I have serious health conditions ,Yes
https://ps31.petstablished.com/adoption_applications/1069005,Own,I own my home and do not need approval from a landlord,No restrictions ,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,For a dog bestfriend,Active - Short walks and dog park play,I do not currently have pets,No animals,I don't have animals ,No,I've never had a vet,0 - 4,At home ,"Yes I doI have money saved upIf that's not enough my family can help","Right away, hand that dog over!",No I never had a pet,No I have not,I am adopting for myself,I am not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1069167,Rent,"Yes, my landlord allows pets", No,I don't have a yard. ,Yes,Yes,No,Yes,Yes,For me and my daughter,Active - Short walks and dog park play,I do not currently have pets,N/a,I don't have animals ,No ,N/a,0 - 4,In my house in a dog bed,Yes,"Right away, hand that dog over!",No,No,Yes,Yes ,Yes
https://ps31.petstablished.com/adoption_applications/1067333,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,I love pets so much and I never had a owt of my own so this will definitely be a learning experience for me.,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,N/A,0 - 4,In the house ,Yes,"Right away, hand that dog over!",No,No,No partner,No,Yes
https://ps31.petstablished.com/adoption_applications/1065249,Own,,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Love dogs,Active - Short walks and dog park play,I do not currently have pets,Barney was obtained from a Rescue group in Connecticut,I don't have animals ,no my previous dog was neutered,"Banfield Vets in Pet Smart, Mohegan Lake, NY 914-526-8600",0 - 4,In the House,"Yes, we'll take care of it.","I am taking my time, a few weeks is fine ",no,no,n/a,I live with my wife and 2 daughters live in our town,No
https://ps31.petstablished.com/adoption_applications/1065826,Rent,"Yes, my landlord allows pets","No, my boyfriend and I rent a house, so there are no restrictions on dogs. ","Yes, a fenced yard.",Yes,Yes,No.,No,Yes.,"I want to adopt a dog because I have loved animals my whole life. My family and I recently had to send our dog to heaven, and I have not been the same since. My boyfriend and I also feel like we are missing something also, we have been searching for the right dog, and would love the opportunity to meet Indie, or any of the dogs! ",Active - Short walks and dog park play,I do not currently have pets,"I am not sure, he was a family dog. ",I don't have animals ,No. ,"The Pet Mechanic 920 South St · (267) 930-8732, this is who we plan to use. My family has a different vet, but being that my boyfriend works at Doggy Style, we decided this vet is best. ",0 - 4,"The dog will be kept inside, not caged but in a caged off section in the living room. ","Yes. My boyfriend also works at Doggy Style Pets, so we will be using that Vet. ","Right away, hand that dog over!",No. ,No. ,Yes we understand. ,,Yes
https://ps31.petstablished.com/adoption_applications/1065643,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Love Dogs.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Second Chance Rescue in Queens (Both),Some of my animals are spayed/neutered,No,Marissa Sue.  Rivergate Veterinary: 212-213-9885,4 - 8,Home,Yes.,"I am uncertain, it would depend on me finding the right dog",No,No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1065713,Rent,"Yes, my landlord allows pets",Yes,I don't have a yard. ,Yes,Yes,No,No,I am over 21 years of age and Head of the household ,Would love to have a second pet and want to adopt to help with pets in shelters ,Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,Store/Breeder,I don't believe in spaying/neutering,No,Jersey City Vet. Under the name of Leo,0 - 4,In the apartment ,Yes,"Right away, hand that dog over!",No,No,Yes,Not a senior ,Yes
https://ps31.petstablished.com/adoption_applications/1065217,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,2 years out of college and want a buddy to have adventures with. ,Energetic - Running buddy,I do not currently have pets,American Brittney Rescue ,I don't have animals ,No,"Pawsitive (347) 559-7729Courtney Perry ",0 - 4,With my dad in the house,Yes,"Right away, hand that dog over!",No,No,Not adopting with a partner,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1065025,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes ,Companionship ,"Mellow - Short, daily walks",I do not vaccinate my animals or give them monthly preventatives,Adopt from shelter NS animal league ,I don't have animals ,No,Dr borzio,0 - 4,In home ,Yes ,"Right away, hand that dog over!",No,No,Yes,NA,Yes
https://ps31.petstablished.com/adoption_applications/1064886,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,,No,Yes,"Got 1 before, die cancer in the throat",Energetic - Running buddy,I do not currently have pets,Texas,I don't have animals ,No,N/a,4 - 8,In my apartment,Insurance,"Right away, hand that dog over!",No,No,Yes,No conditions,Yes
https://ps31.petstablished.com/adoption_applications/1064767,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,no,No,yes,"Myself and family want a dog to  so we can support, train, and care for him as he grows. In addition to be active, a companion. We want a dog to enjoy being active with, taking for walks, and to share in happiness and joy each day.  The dog would be a  great addition to our family due to the collaboration of care with in the family and strong , but gentle work ethics encouraged to treat and care for a family member. ",Active - Short walks and dog park play,I do not currently have pets,n/a,I don't have animals ,no,n/a,4 - 8,family room,no,"Right away, hand that dog over!",no,no,yes,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1064615,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,Because they are your best friends,Active - Short walks and dog park play,I do not currently have pets,Chaucer came from craigslist,Yes all of my animals are spayed/neutered,no,Lincoln Square veterinary  212-712-9600,0 - 4,in my apartment,I can afford my vet bills,"Right away, hand that dog over!",no,no,na,,Yes
https://ps31.petstablished.com/adoption_applications/1064582,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"We want to add a new member to the family, to adventure and cuddle with. We were both raised with dogs big and small. We want the same for our daughter. ",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Brookhaven Animal Shelter,Yes all of my animals are spayed/neutered,No,Coram Animal Hospital  6316981666,0 - 4,Caged until it is safe enough to be kept out on his own,We would like to look into animal insurance ,"I am taking my time, a few weeks is fine ",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1064476,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Si entiendo ,Porque me gustan los animales ,"Mellow - Short, daily walks",I do not currently have pets,No,I don't have animals ,No,No tengo veterinario ,0 - 4,En mi casa,Si,"Right away, hand that dog over!",No,No ,Si,Dar en adopción ,Yes
https://ps31.petstablished.com/adoption_applications/1064496,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,No,Porque me gustan los animales ,Active - Short walks and dog park play,I do not currently have pets,Ninguna ,I don't have animals ,No,No tengo animales,0 - 4,En la casa,Si,"Right away, hand that dog over!",No,No,Si,Dar en adopción ,Yes
https://ps31.petstablished.com/adoption_applications/1063519,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"Our female Rottie will be 11 in April.  She is in good health. We would like to adopt while Zoe can still  help teach another dog ""the ropes."" Zoe is calm, pretty low energy, but still likes to play with male dogs. She helped raise my son's Flattie and help raised my daughter's Shepard until my kids moved out on their own. We are frequent babysitters.  Since I was seven years old, except for  my  time in college, I have had at least one dog. My husband even raced Huskies growing up in New England. We are experienced dog owners and have the time and patience to teach and most of all,  we love dogs as part of our family. BTW, we have a fenced back-yard oool and a shore house in Maryland. We are close to trails, parks and creeks. It is doggie heaven here.",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Zoe- Mainline Animal Rescue, Malvern, PANina-SPCA, Montgomery CountyCopper-SPCA, Philadelphia Mike-Buddy Dog, Wayland, MABo-Boston SPCA",Yes all of my animals are spayed/neutered,Breeding experience limited to guppies,"Dr. Stetz, Narberth Animal Hospital, 610-664-4114",0 - 4,In the house. We will crate train our dog and use the crate when we are out until we are certain that the dog (and our stuff) will be safe.,We insure Zoe with Nationwide. coverage for emergencies is sufficient. We also have the means to cover any bills not covered b y the insurance.,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,"Yes. The other spouse will care for the pet. We also have four adult children, all of whom have dogs and love dogs. In my family ""No dog left behind"" rules.",Yes
https://ps31.petstablished.com/adoption_applications/1064875,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Our dog has recently passed and we want another,Energetic - Running buddy,I do not currently have pets,Lancaster puppies,I don't have animals ,No,Naum polonskiy 3476668132,0 - 4,In a house,Yes,"Right away, hand that dog over!",No,No,N/a,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1064077,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Si entiendo ,Porque me gustan los animales ,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Regalo ,Yes all of my animals are spayed/neutered,Si,"510 E 62nd St, New York, NY 10065212) 838-7053 ",0 - 4,En mi caca ,Si,"Right away, hand that dog over!",Por cancer ,No ,Si,Ninguno,Yes
https://ps31.petstablished.com/adoption_applications/1064148,Own,I own my home and do not need approval from a landlord,No ,"Yes, a fenced yard.",Yes,Yes,None,No,Yes,Love dogs,Active - Short walks and dog park play,I do not currently have pets,Friend,I don't have animals ,Never,Dr noon Weston ct,0 - 4,Playroom and kitchen,Yes,"I am taking my time, a few weeks is fine ",No,No,Yes,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1064217,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We have always had dogs in our family. Our beloved dog died in November at age 13. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Jersey animal coalition,Yes all of my animals are spayed/neutered,No,Dr. Levine 8737632600,0 - 4,Crates until trained ,Yes,"I am taking my time, a few weeks is fine ",Yes. We had a dog that got too protective of our home and kids and bit a visitor. Our friend who runs a dog care service took him and still has him. ,No,Yes,NA,Yes
https://ps31.petstablished.com/adoption_applications/1061990,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We have always had dogs in our family. Our beloved dog died in November at age 13. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Jersey animal coalition,Yes all of my animals are spayed/neutered,No,Dr. Levine 8737632600,0 - 4,Crates until trained ,Yes,"I am taking my time, a few weeks is fine ",Yes. We had a dog that got too protective of our home and kids and bit a visitor. Our friend who runs a dog care service took him and still has him. ,No,Yes,NA,Yes
https://ps31.petstablished.com/adoption_applications/1062857,Rent,"Yes, my landlord allows pets",no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,companionship,Active - Short walks and dog park play,I do not currently have pets,"shelter, however a very long time ago",I don't have animals ,no,"they re no longer there. vet was my uncle, his business, and he retired 10 years ago and has since passed away. name: Dr Daniel Hannigan",0 - 4,crated when not home,looking into pet insurance,"I am uncertain, it would depend on me finding the right dog",no,no,dad/son and mom who live close by,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1062836,Own,I own my home and do not need approval from a landlord,No,I don't have a yard. ,Yes,Yes,No,No,Yes,"I have never recovered from the loss of my beloved Rudy, and I want to give another dog who needs it, all my love and dedication","Mellow - Short, daily walks",I do not currently have pets,He was an stray; I was so lucky to find him!,I don't have animals ,No,"It was my neighborhood animal clinic, that because of ""gentrification"" on my zone, had to close.",0 - 4,At home,"I will get him an insurance, as I had with Rudy.","Right away, hand that dog over!",Never,"What?Of course not ",Definitely yes.,"If that happens,  my husband will definitely take care of it. ",Yes
https://ps31.petstablished.com/adoption_applications/1062900,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,None ,No,Yes,I know it is beneficial and had dogs whe I was growing up- always....,Energetic - Running buddy,I do not currently have pets,Friend,I don't have animals ,No,None,0 - 4,My son’s room or living room,Yes,"Right away, hand that dog over!",No,No,Yes,None,Yes
https://ps31.petstablished.com/adoption_applications/1063054,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,Yes,Not any more,No,Yes,When my children were very young we had to re home our dog....we have missed her every day since.. that was 13 years ago. Now our kids are older and we have  time to care for a dog,Active - Short walks and dog park play,I do not currently have pets,Came from a breeder...in 1999... do not have that info. Any more,Yes all of my animals are spayed/neutered,No,"Gwynned Veterinary hospital 215-699-9294",0 - 4,I work at home... when I do leave the house we will use a crate in the house,Same for everything that is unexpected... bank account/credit if needed.,"I am uncertain, it would depend on me finding the right dog","We re-homed our pet to a rescue...my triplets who were 1 yo had severe food allergies, environmental allergies and some animal allergies.  The doctor encouraged us to remove the dog so they had the chance to outgrow allergies. We also were not able top give our dog enough attention as I had 3 -1 yo and a 3 yo..we are now healthy and able to spend time with and love a dog.",No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1062736,Own,I own my home and do not need approval from a landlord,no,"Yes, an unfenced yard.",Yes,Yes,yes--to certain breeds,No,yes,"I now have the time, energy and patience as I am no longer working. I look forward to taking walks, going to the River Park, companionship.","Mellow - Short, daily walks",I do not currently have pets,Middletown SPCA - a long time ago,I don't have animals ,no,Will use Hudson Valley Veterinary Hospital 845-561-2626 which is under a mile from my home and came highly recommended by friends who use it for their dogs.,0 - 4,Depends on the dog. But inside.,yes,I am thinking probably in the next few days,"Yes. When I remarried,  my husband was allergic to my 2 cats. I gave them to a Judge in Brooklyn.",no,yes,I  am a young Senior (65). My husband would care for the dog if that unforseen event.,Yes
https://ps31.petstablished.com/adoption_applications/1062654,Own,I own a co-op and have received board approval to have a pet ,no restrictions at all,I don't have a yard. ,No,Yes,no,No,Yes,"I have had pooches in my life for the past 15 years,  one passed away last December 2017.  I have one now, Rosie, female havanese",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Breeder in Arizona,Some of my animals are spayed/neutered,No,"Animal Medical Center NYC - no specific vet..BidaWee> NYC- Dr. Parr (who moved to Colorado).",0 - 4,in my home.. ,Yes,"Right away, hand that dog over!",No,No I live alone> ,No - no partner in my life. I prefer pooches. (-:,No health conditions> I go to the gym 4 to 5 days a week.,Yes
https://ps31.petstablished.com/adoption_applications/1062913,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,no,No,yes,I lost my best friend Brushchi after 14 years in may. I would like another dog.,Active - Short walks and dog park play,I do not currently have pets,"Harwington Ct  labradoodle breder 14 years ago, Bozarah rescue,Friends puppy",Some of my animals are spayed/neutered,no,Colchester vet 364 old hartford rd colchester ct 06415 860-5373435 Dr. James Greer,0 - 4,house,Yes,I am thinking probably in the next few days,nono,no,yes,"yes, However we are fortunately healthy and plan a long retirement. My daughter will be the contingency plan",Yes
https://ps31.petstablished.com/adoption_applications/1062591,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,I love dogs especially the Goldendoodle breed.  They are very affectionate and great with kids.  Especially that I have a set of twins who are autistic and my 6yr old is a type one diabetic.  I also would love for Kyra to have a partner to run with and enjoy our loving family. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Kyra was donated to us from a breeder.  13YRS AGO my husband and I adopted a golden retriever from the town of Hempstead. ,Yes all of my animals are spayed/neutered,No,"Banfield Pet Hospital in Oceanside NY   l+15165941473",0 - 4,Crate,I have a policy through trupanion. ,"Right away, hand that dog over!","Yes, when I was pregnant with my second child I had A BULLDOG .. This was 7 years ago and I was having severe medical condition during my pregnancy and I was in and out of the hospital.  At that time my husband was working for the department of correction.  So it wasn't fair for the DOG to be caged all day and not know when someone would care for them.  So I gave away Lady (bulldog) to a family friend she lives in Maryland. she has lived a good life  out there. ",No,Yes,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1062586,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,"My wife, Heather has a mild dander allergy",No,Yes,"I grew up owning and loving dogs and have waited until I felt my children were old enough to take on the responsibility of loving and owning a dog. There are so many dogs that need homes, I hope to adopt one.",Energetic - Running buddy,I do not currently have pets,"There was a pet store on Route 70 in Brick NJ. I have since moved away and to my knowledge, that store has closed down.",I don't have animals ,No,"Brick Town Veterinary Hospital. 251 Chambers Bridge Road • Brick, NJ 08723 (732) 410-4144",0 - 4,"Indoors, with access to our fenced in back yard.",We have savings accounts. I also plan on getting pet insurance.,"Right away, hand that dog over!","Yes. I adopted my Maltese-Shitzu (Bullet) to a co-worker friend, where he still lives happily today.",No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1062212,Rent,"Yes, my landlord allows pets","No pitbulls",I don't have a yard. ,Yes,Yes,No,No,Yes,Want to have a dog so we can take care of him as a family.,Active - Short walks and dog park play,I do not currently have pets,Adopted her from craigslist ,I don't have animals ,No,Place is closed and her name was luna,4 - 8,the dog could walk freely in the apartment but if I need a specific place it would be by the living room ,Yes,I am thinking probably in the next few days,"Yes, previous landlord wouldn't allow pitbulls and she went to a co-worker house",No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1061209,Own,,No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"Do provide a safe home for these animals, we love dogs",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Shelter, Exeter nh",Yes all of my animals are spayed/neutered,No,Tractor Supply,0 - 4,Couch,Yes,"Right away, hand that dog over!",No,No,Yes,No,Yes
https://ps31.petstablished.com/adoption_applications/1061199,Own,,No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"Do provide a safe home for these animals, we love dogs",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Shelter, Exeter nh",Yes all of my animals are spayed/neutered,No,Tractor Supply,0 - 4,Couch,Yes,"Right away, hand that dog over!",No,No,Yes,No,Yes
https://ps31.petstablished.com/adoption_applications/1061183,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We have room in our family to save a dog ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Pet store and breeder,Some of my animals are spayed/neutered,No,St Francis animal hospital amboy road si ny,0 - 4,"Til trained in crate when alone Otherwise they hang out with the humans ",We have dog health insurance ,"Right away, hand that dog over!",No,No,Na,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1059690,Own,,,"Yes, an unfenced yard.",Yes,Yes,no,No,yes,companionship,Active - Short walks and dog park play,I do not currently have pets,none,I don't have animals ,no,none,0 - 4,inside my house,yes,"I am uncertain, it would depend on me finding the right dog",no,no,yes,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1060998,Own,,,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,We’re all dog lovers want a pet to love and make part of our family,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,We’ve adopted from ASPCA as north shore animal shelter ,Yes all of my animals are spayed/neutered,No ,Nanuet  animal hospital ,0 - 4,Kitchen ,Yes ,"Right away, hand that dog over!",Yes our dog and cat 25 years ago we had to move and our landlord wouldn’t permit we adopted them to a family member ,No,Dog will always be with me or my husband ,Our grown children will take care of him,Yes
https://ps31.petstablished.com/adoption_applications/1059990,Rent,"Yes, my landlord allows pets",Negative all animals are allowed ,I don't have a yard. ,Yes,Yes,No,No,Yes ,My child has asked for a dog and I definitely believe that it would be a good thing to have in our household as a family member. We had a larger dog in our past and it just didn't work so I'm trying to get a small medium dog. I also am an animal lover myself used to work at the pet shop gears and I truly love all creatures. ,Active - Short walks and dog park play,I do not currently have pets,3 - 4 years ago a adoption bus but i no longer have that girlfriend that adopted it ,I don't have animals ,No,Have no vet have no animals ,4 - 8,If they are potty trained then they'll be able to roam free or if they need to be kennel trained that would be an option as well I would have to say I'm open to all options,Yes of course ,"Right away, hand that dog over!",Was moving it was a chocolate lab given Adoption office Fordham road bronx ny,Nope never ,No the dog will be my responsibility if such unfortunate events should occur ,,Yes
https://ps31.petstablished.com/adoption_applications/1059796,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,"our family is very exited to add a dog to our family!  I grew up having dogs and now that my kids are a bit older, we feel it's a good time to rescue.",Active - Short walks and dog park play,I do not currently have pets,Our family pets have all been rescued off the streets or through animal shelters,Yes all of my animals are spayed/neutered,no,I can give you my parents vet info if needed. ,0 - 4,in the house,pet insurance and savings,"I am uncertain, it would depend on me finding the right dog",no,no,yes,no,Yes
https://ps31.petstablished.com/adoption_applications/1057800,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,to add another addition to the family.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations but I do not administer monthly preventatives,(Aspca dog ) (turtles was purchased at petco),I don't have animals ,no,i do not remember this information my mother handled that i was younger.,0 - 4,in my home.,yes i will look for the cheapest dog insurance.,"Right away, hand that dog over!",never.,never.,yes.,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1059472,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,We want a companion and furry family member for our children to grow up with.,Energetic - Running buddy,I do not currently have pets,She was a puppy from a friends dog,I don't have animals ,No,Roselle Park Animal Hospital  under wife’s maiden name Jordan. 9082450233,0 - 4,Crate as puppy until trusted to roam,Yes have reserved credit cards or could ask family,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1058461,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,Emotional Support Animal,Active - Short walks and dog park play,I do not currently have pets,breeder,I don't have animals ,no,n/a,0 - 4,my room,yes,I am thinking probably in the next few days,"yes , to another owner",no,no,no,Not Sure
https://ps31.petstablished.com/adoption_applications/1059637,Own,,,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,Family pet,Active - Short walks and dog park play,I do not currently have pets,HFGD Rescue,I don't have animals ,No,Never had pets so have no vet reference,0 - 4,Indoors,We have savings,"I am taking my time, a few weeks is fine ",No,No,Yes,Not applicable,Yes
https://ps31.petstablished.com/adoption_applications/1059315,Own,I own a co-op and have received board approval to have a pet ,He be an emotional support dog. Restrictions is do not apply but no co-op does not.,"Yes, an unfenced yard.",Yes,Yes,N/a,No,9/14/61,Had now need emotional support dog,Active - Short walks and dog park play,I do not currently have pets,Coworker and neighbor litter,Yes all of my animals are spayed/neutered,No,Don't have listing anymore will be using more local vet.,0 - 4,With me,Yes credit  card,"I am taking my time, a few weeks is fine ",No,No,N/a,Not senior. Health problem does not cause a problem . Dog will be train to help ,Yes
https://ps31.petstablished.com/adoption_applications/1055966,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,No,Yes,No,No,Yes,My husband and I grew up with dogs and want to give one in need a forever home.,Active - Short walks and dog park play,I do not currently have pets,"Our previous dog was adopted from the Connecticut Humane Society in Newington, CT (we lived in CT at the time).",I don't have animals ,No,"Banfield Pet Hospital - (718) 522-0415 - Atlantic Ave, Brooklyn, NYRecords are listed under Rory Hadley",4 - 8,"The dog will be kept in our apartment and will only be alone 4-6 hours a day, 2-3 days per week. On longer days a dog walker will come at least once.",Yes - we have a contingency fund set aside for unexpected vet bills and will also have pet insurance.,"Right away, hand that dog over!","Yes - we gave up a house rabbit several years ago to the Oregon Humane Society, a no-kill shelter in Portland, OR, as we were moving from Portland to Connecticut and did not want to subject a rabbit to a cross-country drive.",No,Yes,n/a,Yes
